SSN,AGE,GENDER,RACE,ETHNICITY,BMI,SYSTOLIC_BP,DIASTOLIC_BP,GLUCOSE,ICD_PRIMARY,ICD_SECONDARY,ENCOUNTER_TYPE,LOS_DAYS,TOTAL_CLAIM_COST,PAYER_TYPE,CITY,POSTAL_PREFIX
558-37-8973,54,F,White,Non-Hispanic,24.8,134,77,92.4,E78.5,Z96.651,inpatient,3.3,958.99,OHIP,Georgina,L3G
692-96-3449,39,F,South Asian,Non-Hispanic,27.6,126,83,79.4,F32.1,,outpatient,0.2,772.98,Private,East Gwillimbury,L5G
392-36-8448,67,M,South Asian,Non-Hispanic,22.2,141,87,108.5,E11.9,Z96.651,outpatient,0.2,261.2,Private,East Gwillimbury,L5G
296-92-1026,40,F,South Asian,Hispanic,30.3,115,76,112.1,Z00.00,Z96.641,telehealth,0.1,567.95,OHIP,East Gwillimbury,L6G
944-63-3253,43,M,White,Non-Hispanic,22.4,118,61,177.8,F32.1,Z82.49,outpatient,1.5,961.53,OHIP,Newmarket,L4G
126-68-4655,17,M,White,Hispanic,24.1,115,93,77.1,,Z79.4,outpatient,2.4,399.34,OHIP,Richmond Hill,L4G
514-77-2086,43,F,Black,Non-Hispanic,22.0,145,89,91.9,J06.9,,outpatient,0.3,1272.23,Private,Georgina,L6G
954-85-8123,8,F,South Asian,Non-Hispanic,40.9,120,78,103.8,I10,Z82.49,inpatient,2.0,466.37,OHIP,Georgina,L3G
722-72-8084,23,F,Chinese,Non-Hispanic,18.8,127,63,106.5,I10,Z96.641,outpatient,1.3,1152.88,OHIP,East Gwillimbury,L3G
491-31-5467,65,F,Chinese,Non-Hispanic,27.4,138,81,67.4,M54.5,Z82.49,inpatient,8.7,997.51,OHIP,Georgina,L3G
908-90-4128,66,F,Chinese,Non-Hispanic,27.5,133,78,192.2,J44.1,,telehealth,2.5,1143.21,OHIP,Keswick,L6G
259-64-9709,59,F,White,Non-Hispanic,24.4,131,90,76.4,J06.9,Z87.891,outpatient,2.1,131.83,WSIB,Aurora,L5G
364-41-6647,34,F,White,Non-Hispanic,35.2,127,79,92.7,K92.1,Z82.49,outpatient,1.7,2481.2,Workplace,Richmond Hill,L3G
239-50-5802,51,M,Chinese,Non-Hispanic,25.9,137,72,113.9,J45.901,Z96.651,inpatient,11.9,235.27,OHIP,King,L3G
797-18-8696,51,M,White,Non-Hispanic,45.9,155,80,111.8,E11.9,,inpatient,7.9,532.18,Private,Aurora,L6G
977-14-9702,31,M,White,Non-Hispanic,30.1,129,83,114.9,E11.9,Z96.651,outpatient,1.5,306.43,Self-pay,Keswick,L4G
637-94-3944,79,M,Filipino,Non-Hispanic,24.9,153,98,79.0,N39.0,Z87.891,inpatient,1.2,724.6,OHIP,Newmarket,L6G
612-44-6384,67,M,Filipino,Non-Hispanic,21.7,126,93,82.7,N39.0,,telehealth,1.2,582.11,Private,Richmond Hill,L4G
442-47-3307,48,M,White,Non-Hispanic,24.5,125,83,86.6,F41.1,Z82.49,outpatient,1.1,1453.07,OHIP,Newmarket,L3G
407-28-1303,52,M,White,Non-Hispanic,24.5,123,76,184.4,N39.0,,inpatient,1.5,701.11,OHIP,Innisfil,L3G
442-72-6157,55,F,White,Hispanic,22.0,134,52,98.3,I10,Z79.4,outpatient,0.6,415.71,OHIP,Barrie,L5G
919-96-6724,15,M,Chinese,Non-Hispanic,24.6,112,71,114.2,F32.1,Z82.49,inpatient,5.2,76.95,WSIB,Newmarket,L5G
319-18-6350,47,F,Latin American,Non-Hispanic,37.2,142,80,81.1,I50.9,Z96.651,outpatient,1.3,1922.13,OHIP,Bradford,L4G
917-83-5133,39,M,White,Non-Hispanic,22.8,115,75,85.6,Z00.00,,inpatient,3.7,1237.74,Private,Barrie,L3G
254-29-7601,33,F,White,Non-Hispanic,21.9,122,73,116.4,I10,Z96.651,inpatient,1.3,2018.58,OHIP,East Gwillimbury,L3G
627-88-9716,46,M,Filipino,Non-Hispanic,19.7,133,64,126.0,M54.5,,outpatient,2.5,532.47,OHIP,East Gwillimbury,L6G
469-29-9855,84,M,White,Non-Hispanic,24.4,123,90,150.7,E11.9,Z96.641,emergency,0.8,1020.78,WSIB,Aurora,L3G
789-16-7743,63,F,South Asian,Hispanic,25.8,157,86,93.7,M54.5,Z96.651,inpatient,2.0,303.67,Private,Keswick,L3G
640-14-3028,41,M,Other,Non-Hispanic,29.5,126,82,100.8,E11.9,Z96.641,outpatient,1.4,272.12,OHIP,Georgina,L6G
932-91-7085,62,M,White,Non-Hispanic,33.8,119,91,82.8,Z00.00,Z96.651,telehealth,0.9,473.28,OHIP,Barrie,L6G
